area,construction_type,region,cimento,areia,tijolos
60.4,commercial,suburban,13.4,40.4,4.538
252.6,residential,urban,51.1,173.8,14.338
60.2,industrial,suburban,13.8,33.2,4.836
72.6,commercial,suburban,15.0,41.0,4.858
317.2,residential,urban,61.5,186.8,20.942
112.4,residential,urban,22.4,54.8,7.033
16.2,residential,rural,3.1,8.8,0.887
91.3,commercial,suburban,20.0,52.6,6.181
25.5,residential,urban,5.4,16.9,1.495
37.1,commercial,suburban,7.4,25.6,2.401
182.1,residential,rural,33.3,87.5,10.941
114.6,residential,urban,24.2,71.3,6.711
33.8,industrial,suburban,8.1,21.0,2.961
1.0,residential,urban,0.2,0.6,0.064
75.8,residential,urban,15.9,40.3,5.012
28.8,residential,suburban,6.3,17.9,1.574
2.9,commercial,suburban,0.7,2.1,0.226
6.5,commercial,suburban,1.4,4.3,0.464
111.9,commercial,rural,23.0,74.8,7.37
53.5,commercial,suburban,10.8,34.2,4.001
30.4,residential,urban,6.0,15.6,1.923
211.8,commercial,rural,48.2,114.7,15.921
174.3,residential,urban,35.5,89.5,11.079
62.8,residential,suburban,12.7,32.2,3.705
32.2,residential,urban,6.8,17.9,1.853
70.8,residential,urban,13.0,39.1,4.564
139.8,industrial,rural,29.5,85.0,11.698
1.1,residential,urban,0.2,0.6,0.065
94.8,residential,suburban,19.0,53.8,5.796
123.8,residential,urban,24.1,78.7,7.518
169.7,residential,urban,33.6,105.8,9.699
24.4,residential,urban,5.2,15.5,1.483
22.7,residential,urban,4.3,15.5,1.494
24.3,residential,suburban,4.4,15.1,1.416
268.0,commercial,urban,59.2,142.9,19.37
15.2,commercial,suburban,3.3,10.6,1.114
144.7,residential,rural,28.4,103.8,8.199
432.4,residential,suburban,93.5,303.9,23.414
292.4,residential,suburban,59.1,209.5,17.226
52.7,commercial,urban,10.8,36.6,4.119
182.9,commercial,rural,38.7,122.4,11.342
110.9,residential,urban,23.4,58.2,6.36
202.8,residential,urban,43.4,109.8,13.283
17.6,industrial,urban,3.8,9.0,1.806
144.8,residential,urban,27.1,88.6,9.926
88.3,residential,urban,18.5,48.5,5.742
77.7,commercial,urban,15.7,37.4,6.385
130.5,commercial,urban,29.7,90.9,9.834
31.9,industrial,urban,6.5,21.6,2.985
7.8,commercial,suburban,1.5,4.7,0.559
69.7,residential,urban,13.8,37.8,4.126
36.0,residential,urban,7.4,20.7,2.07
29.6,residential,rural,6.3,19.9,1.815
500.0,commercial,suburban,104.1,349.3,37.111
22.0,commercial,urban,4.2,12.0,1.572
26.9,residential,urban,5.2,18.8,1.842
40.6,residential,suburban,7.7,20.7,2.318
68.7,residential,suburban,13.7,41.9,3.849
203.3,commercial,rural,42.6,99.8,13.331
19.4,residential,urban,3.6,13.3,1.218
95.7,commercial,urban,21.6,50.8,6.804
46.0,industrial,rural,10.1,32.2,3.965
159.4,residential,suburban,34.2,112.1,9.808
92.1,residential,urban,19.0,52.1,5.423
158.5,commercial,urban,33.5,93.6,11.668
193.2,residential,urban,41.3,110.3,13.012
243.2,commercial,urban,47.2,137.1,17.78
500.0,residential,urban,104.3,261.5,31.725
96.5,residential,rural,19.4,48.3,5.781
101.5,residential,suburban,22.0,63.5,5.867
15.1,residential,urban,2.9,7.4,0.936
11.1,industrial,urban,2.5,8.2,1.003
66.9,residential,suburban,14.4,47.7,4.205
118.3,residential,rural,22.1,58.4,6.528
28.5,commercial,suburban,6.5,19.7,2.041
39.6,industrial,suburban,9.0,24.9,3.137
120.4,residential,suburban,23.4,68.5,7.591
23.8,residential,urban,5.2,13.2,1.616
73.7,commercial,rural,14.7,40.3,4.751
77.4,commercial,urban,15.2,40.4,5.815
248.8,residential,suburban,51.2,142.3,15.531
51.5,industrial,suburban,11.2,36.5,4.812
23.6,residential,urban,4.8,12.5,1.398
19.1,commercial,suburban,3.7,10.7,1.245
34.7,residential,urban,6.4,20.2,1.968
32.7,residential,suburban,6.3,21.7,1.864
138.7,residential,urban,29.3,98.3,8.489
90.1,residential,urban,16.7,59.3,5.635
114.7,residential,suburban,24.2,69.7,7.29
99.5,residential,urban,18.9,58.7,5.857
65.6,commercial,suburban,12.9,35.4,4.963
263.5,industrial,urban,60.2,183.8,26.118
170.1,commercial,urban,33.5,117.5,12.974
23.7,commercial,rural,5.1,15.9,1.704
55.1,residential,suburban,11.3,32.8,3.081
34.0,residential,rural,7.3,23.3,2.009
136.9,residential,suburban,26.3,81.6,8.87
42.2,residential,suburban,9.1,22.1,2.262
102.2,residential,rural,20.5,63.6,5.914
34.6,residential,urban,7.5,21.9,2.172
18.8,residential,suburban,3.4,13.5,1.046
1.0,commercial,urban,0.2,0.5,0.072
500.0,residential,rural,106.4,315.7,27.707
24.8,residential,rural,4.8,12.6,1.499
178.5,residential,urban,33.1,96.0,11.767
172.6,commercial,suburban,33.8,100.9,11.746
26.9,residential,rural,5.2,16.6,1.463
53.7,residential,urban,10.6,26.3,3.63
180.9,residential,urban,37.5,108.0,11.854
117.1,residential,urban,22.1,69.0,7.235
46.2,residential,suburban,10.0,25.4,2.663
297.9,residential,urban,64.6,195.4,18.308
41.9,industrial,suburban,8.4,23.2,3.995
23.8,residential,suburban,4.6,15.9,1.309
15.9,residential,urban,3.1,10.0,1.042
120.8,residential,rural,25.4,75.4,7.267
2.9,commercial,rural,0.7,2.1,0.205
187.0,industrial,suburban,42.8,126.8,16.069
36.3,residential,suburban,7.3,20.9,2.046
46.2,residential,suburban,9.6,28.5,2.671
161.9,industrial,suburban,32.8,122.3,13.223
168.3,commercial,suburban,38.0,102.8,11.441
51.1,residential,urban,10.5,32.4,3.19
80.7,residential,rural,16.2,42.6,4.34
113.7,commercial,rural,24.7,78.6,7.133
116.7,residential,urban,25.0,74.9,7.337
76.4,commercial,suburban,15.3,40.6,5.48
185.9,residential,urban,34.1,90.4,10.835
184.2,residential,urban,38.4,130.7,10.638
188.9,residential,suburban,38.0,113.1,12.273
31.2,residential,urban,5.8,16.2,1.838
29.7,commercial,suburban,6.3,20.2,1.97
15.1,residential,suburban,3.2,10.2,0.848
175.1,residential,rural,38.2,102.3,9.808
6.3,commercial,suburban,1.2,4.0,0.422
14.5,residential,rural,2.9,7.6,0.821
260.7,residential,suburban,53.2,153.9,14.033
13.4,residential,suburban,2.5,8.7,0.849
12.9,residential,urban,2.7,9.2,0.808
239.8,residential,suburban,52.2,147.5,13.22
37.1,commercial,suburban,7.8,26.7,2.88
213.2,residential,suburban,45.3,134.6,12.46
47.4,residential,suburban,10.1,33.4,2.759
46.8,residential,urban,10.1,24.1,2.997
14.5,residential,rural,2.8,8.4,0.747
250.9,residential,urban,46.5,171.4,16.055
143.4,residential,urban,29.1,101.7,8.914
25.6,residential,urban,5.0,13.3,1.569
130.1,commercial,suburban,26.7,66.6,8.75
10.9,commercial,suburban,2.2,6.7,0.766
74.2,residential,urban,15.3,36.6,4.774
29.3,commercial,suburban,5.7,15.3,1.981
190.1,residential,suburban,37.7,113.9,12.314
71.6,residential,rural,15.3,51.5,3.65
254.1,industrial,urban,56.3,188.9,22.291
88.0,commercial,suburban,17.1,42.5,6.377
70.1,residential,suburban,13.5,47.1,4.044
118.4,residential,rural,23.9,70.2,6.977
153.2,commercial,rural,34.8,76.4,11.24
1.5,residential,rural,0.3,1.0,0.082
73.9,industrial,rural,17.6,43.7,6.055
149.5,residential,urban,29.8,73.3,9.232
52.3,residential,urban,10.8,32.1,3.081
4.6,residential,urban,0.9,2.2,0.313
1.8,residential,urban,0.3,0.9,0.121
157.9,residential,suburban,29.4,113.7,9.993
22.1,industrial,urban,4.7,12.7,2.057
19.2,industrial,urban,4.5,13.9,1.915
34.2,commercial,urban,7.3,21.8,2.421
10.8,residential,suburban,2.3,7.0,0.591
5.5,residential,rural,1.1,2.9,0.324
205.8,residential,rural,43.1,104.7,12.251
36.1,residential,urban,7.5,23.7,2.071
87.3,residential,urban,18.5,43.1,5.117
195.1,industrial,rural,40.1,100.9,16.865
379.2,commercial,rural,80.9,229.9,24.592
116.6,residential,rural,22.2,82.0,6.265
299.9,residential,urban,57.4,215.3,19.313
55.1,residential,urban,10.3,36.8,3.742
155.8,industrial,rural,36.0,103.1,12.1
277.4,commercial,rural,52.8,190.6,19.594
5.5,commercial,rural,1.3,3.4,0.364
38.2,residential,urban,7.9,24.8,2.469
134.8,commercial,suburban,28.2,84.5,8.72
37.9,residential,suburban,7.6,23.6,2.474
1.7,commercial,urban,0.3,1.1,0.14
164.5,residential,urban,33.0,91.9,11.164
18.0,residential,urban,3.9,11.4,1.037
38.7,commercial,urban,8.4,20.2,2.961
241.4,residential,suburban,51.4,162.8,13.429
23.4,residential,suburban,4.8,13.5,1.346
225.2,residential,urban,41.6,127.0,14.562
54.9,residential,suburban,10.0,37.5,3.352
250.3,commercial,urban,56.5,173.8,20.382
209.4,commercial,suburban,45.5,113.7,14.976
53.7,commercial,urban,10.2,35.9,3.898
254.9,residential,rural,49.4,150.5,13.43
100.2,commercial,suburban,19.5,65.8,6.771
64.6,residential,urban,14.0,32.3,4.116
75.6,residential,urban,16.3,39.8,4.491
6.5,commercial,urban,1.5,4.1,0.45
164.8,commercial,urban,35.0,107.1,12.746
34.6,residential,suburban,7.0,20.8,2.191
31.5,commercial,rural,6.6,20.8,2.302
125.7,residential,rural,23.3,88.9,7.618
46.3,commercial,urban,9.0,25.6,3.427
72.2,residential,urban,15.9,36.1,4.063
54.7,residential,rural,10.3,31.1,3.345
70.2,residential,suburban,13.0,42.6,4.541
25.1,residential,rural,5.4,17.1,1.39
216.2,commercial,urban,46.0,152.2,16.436
94.2,residential,suburban,20.7,51.7,5.551
26.6,residential,urban,5.1,13.8,1.7
9.6,residential,suburban,1.9,5.9,0.514
76.7,industrial,urban,16.9,48.2,6.55
63.1,residential,suburban,11.6,43.9,3.625
269.5,residential,rural,50.0,176.4,14.991
26.2,residential,suburban,5.4,14.8,1.525
213.4,residential,suburban,45.9,137.1,11.818
145.5,residential,urban,29.4,97.0,9.049
64.7,residential,rural,13.6,43.1,3.335
207.0,residential,urban,45.4,104.9,12.626
198.0,commercial,rural,42.3,98.8,14.457
125.3,residential,suburban,27.5,61.3,6.98
10.7,residential,suburban,2.0,5.7,0.598
17.5,residential,urban,3.6,12.0,1.166
89.6,commercial,suburban,17.3,43.8,6.769
28.2,residential,suburban,5.6,16.5,1.631
80.1,residential,urban,17.3,38.9,4.835
82.3,residential,suburban,16.2,58.3,4.574
88.5,residential,urban,19.0,44.1,5.005
84.4,residential,suburban,15.9,49.0,5.473
47.7,residential,urban,8.7,31.6,2.772
23.6,residential,suburban,4.6,12.6,1.325
73.1,residential,urban,16.1,43.4,4.264
68.4,residential,urban,13.6,33.8,4.048
32.2,commercial,suburban,6.6,22.8,2.287
5.3,residential,urban,1.1,3.7,0.36
23.0,residential,rural,4.5,12.9,1.184
80.0,industrial,suburban,17.9,60.4,7.173
76.7,residential,suburban,14.3,38.6,4.445
14.3,industrial,urban,3.2,8.3,1.336
93.2,residential,urban,19.6,53.7,5.77
54.9,residential,urban,10.0,28.4,3.734
106.0,commercial,urban,23.8,51.3,7.97
218.9,residential,suburban,40.3,151.1,11.918
36.9,commercial,urban,8.5,26.3,2.699
42.7,industrial,suburban,10.1,29.3,3.398
113.0,commercial,suburban,23.1,64.7,7.631
297.9,commercial,suburban,59.7,163.6,22.45
66.6,residential,urban,13.7,34.2,4.379
18.5,commercial,suburban,3.5,8.9,1.361
273.3,commercial,urban,53.6,149.2,21.008
63.4,residential,urban,12.7,39.4,3.709
61.7,residential,urban,13.2,31.6,4.006
77.6,industrial,urban,17.2,52.3,7.4
29.1,commercial,urban,6.6,18.0,2.374
153.6,residential,urban,30.6,90.4,9.389
102.5,commercial,urban,22.6,51.1,7.116
309.8,residential,rural,64.8,186.0,18.385
22.8,residential,rural,4.3,11.9,1.277
96.5,residential,urban,17.5,53.0,6.408
72.7,residential,rural,14.2,36.7,4.252
225.1,residential,suburban,48.7,147.8,13.119
3.1,residential,urban,0.6,2.2,0.181
143.0,commercial,suburban,27.8,69.2,10.713
97.6,residential,urban,19.0,53.8,5.953
93.5,residential,suburban,17.5,53.7,5.854
208.2,residential,urban,38.7,126.1,12.539
89.1,residential,suburban,17.1,57.2,4.817
125.9,industrial,rural,29.4,88.4,10.031
103.8,residential,rural,21.0,57.1,5.801
7.2,industrial,urban,1.5,5.2,0.728
12.0,industrial,urban,2.6,8.8,1.138
41.3,commercial,urban,9.4,22.1,3.175
112.6,residential,urban,21.3,61.7,6.593
2.7,residential,urban,0.6,1.9,0.156
148.1,industrial,urban,32.6,90.3,12.913
22.7,commercial,rural,4.5,12.8,1.508
82.0,commercial,rural,17.1,50.6,5.731
22.5,residential,rural,4.7,12.7,1.289
19.4,commercial,suburban,3.9,12.3,1.304
40.7,commercial,urban,8.7,28.5,3.087
254.5,industrial,urban,51.0,169.9,24.583
27.2,residential,suburban,5.1,19.1,1.612
5.0,residential,suburban,1.0,2.9,0.274
213.9,commercial,urban,44.9,114.3,14.857
57.8,residential,urban,12.2,39.7,3.43
97.0,industrial,urban,20.3,60.5,9.485
217.0,residential,suburban,39.1,123.2,13.006
140.9,residential,urban,27.2,82.2,8.275
159.2,commercial,rural,31.4,87.6,11.361
65.4,industrial,suburban,13.1,41.9,6.235
116.3,residential,suburban,25.0,75.0,6.943
331.8,residential,urban,66.3,235.2,20.971
220.5,residential,suburban,41.4,128.1,13.147
94.8,residential,suburban,17.8,52.4,6.157
8.9,residential,rural,1.8,4.9,0.536
389.7,commercial,rural,90.0,257.9,26.112
25.6,residential,urban,5.5,12.8,1.71
44.7,commercial,suburban,8.6,23.3,3.15
15.1,commercial,urban,3.1,8.0,1.173
18.2,residential,rural,3.4,12.4,1.093
158.9,commercial,urban,30.6,101.1,11.266
13.7,residential,suburban,2.8,8.4,0.889
21.0,residential,urban,4.0,14.5,1.441
18.8,residential,urban,3.4,9.7,1.113
46.2,commercial,suburban,10.4,24.7,3.315
118.6,industrial,rural,23.8,81.1,9.47
103.2,residential,suburban,21.0,61.4,6.393
129.0,residential,urban,26.8,84.5,7.732
129.8,residential,urban,26.5,65.1,8.755
1.0,residential,suburban,0.2,0.6,0.064
115.4,residential,urban,24.6,67.6,7.533
115.4,residential,rural,21.7,64.6,5.896
6.4,residential,rural,1.2,4.2,0.383
55.7,residential,suburban,12.2,39.6,3.617
8.2,residential,suburban,1.6,5.3,0.498
21.2,commercial,urban,4.6,10.9,1.604
67.3,commercial,urban,15.4,41.8,5.003
1.2,residential,urban,0.2,0.8,0.079
10.0,commercial,suburban,2.0,6.1,0.696
8.9,residential,rural,1.7,5.3,0.524
13.3,residential,urban,2.7,6.5,0.793
5.1,industrial,urban,1.0,2.6,0.52
94.7,residential,urban,18.1,62.0,5.597
19.7,residential,urban,4.2,10.6,1.268
198.5,commercial,urban,43.0,142.0,14.362
216.1,commercial,urban,44.5,154.3,15.017
117.5,residential,urban,24.0,78.1,7.828
6.7,residential,rural,1.4,4.6,0.342
222.2,residential,rural,48.0,109.1,11.554
54.2,residential,urban,11.7,37.4,3.056
20.0,residential,urban,4.3,10.8,1.211
150.9,residential,urban,31.5,97.6,9.689
42.6,commercial,urban,8.9,30.5,3.078
70.5,residential,rural,15.3,47.3,4.242
135.9,residential,urban,25.9,90.8,9.124
10.7,commercial,suburban,2.1,6.5,0.769
18.6,residential,suburban,4.0,13.1,1.139
346.0,residential,suburban,63.5,171.2,21.956
125.0,residential,urban,26.8,66.2,7.37
26.3,commercial,urban,5.3,15.7,2.12
85.3,residential,urban,18.4,52.6,5.228
20.8,commercial,urban,4.5,10.0,1.459
200.6,residential,rural,39.1,126.1,11.596
59.5,residential,urban,11.0,35.5,3.69
164.4,residential,suburban,35.8,104.1,9.387
357.3,residential,suburban,67.4,214.1,20.701
395.7,residential,urban,81.9,272.7,22.581
14.8,residential,suburban,2.8,8.9,0.867
289.7,industrial,suburban,64.7,161.5,25.51
31.5,residential,urban,6.4,17.5,2.133
44.6,commercial,suburban,8.6,24.0,3.279
6.5,commercial,urban,1.3,3.6,0.494
103.7,commercial,suburban,23.8,58.8,7.418
103.3,commercial,rural,22.7,58.9,7.323
150.1,residential,suburban,32.9,79.6,8.865
292.4,residential,urban,58.8,195.4,16.763
55.9,industrial,urban,11.7,30.0,5.224
52.3,residential,urban,10.1,32.5,3.397
101.9,commercial,urban,19.8,57.3,7.78
110.1,commercial,suburban,21.4,72.4,7.148
58.9,residential,urban,10.8,36.2,3.63
251.7,residential,suburban,54.8,143.6,16.006
5.4,residential,urban,1.1,2.8,0.367
141.2,residential,urban,28.7,71.8,8.043
23.3,residential,rural,4.3,14.4,1.207
68.4,residential,rural,13.6,46.3,3.673
190.7,residential,suburban,40.2,126.9,11.957
40.0,residential,suburban,7.6,28.4,2.25
229.9,industrial,urban,49.8,133.0,22.583
59.9,industrial,rural,13.7,39.4,4.867
121.3,industrial,rural,24.5,81.4,9.772
128.3,residential,rural,23.9,75.6,6.496
30.2,industrial,urban,7.1,16.5,2.947
230.9,residential,urban,46.6,163.3,15.14
13.3,industrial,urban,2.8,7.3,1.267
89.2,residential,urban,16.8,45.4,5.134
264.5,industrial,urban,59.0,138.7,23.507
3.1,industrial,urban,0.6,2.2,0.278
75.8,industrial,urban,16.4,51.1,7.4
28.3,residential,urban,5.3,15.8,1.69
21.4,commercial,urban,4.9,10.5,1.519
26.6,residential,rural,5.2,18.3,1.599
233.0,commercial,urban,47.2,136.2,18.127
55.4,commercial,rural,11.1,32.2,3.513
26.9,residential,urban,5.3,14.5,1.746
262.5,industrial,suburban,59.7,145.9,23.498
38.8,residential,urban,7.2,25.8,2.239
128.5,commercial,urban,25.7,71.1,10.224
77.0,residential,urban,15.1,44.6,5.119
113.7,commercial,rural,23.0,66.4,7.677
20.2,industrial,suburban,4.8,14.8,1.84
113.5,residential,rural,23.3,78.6,6.722
236.3,commercial,suburban,52.9,127.7,16.777
10.6,industrial,rural,2.1,6.3,0.787
39.5,commercial,urban,8.1,21.7,2.764
359.7,residential,suburban,70.3,204.9,20.724
25.5,commercial,rural,5.6,13.1,1.768
6.1,industrial,urban,1.3,3.8,0.587
5.7,residential,urban,1.2,2.9,0.345
32.2,residential,rural,6.7,16.8,1.701
68.3,residential,suburban,12.7,48.6,4.108
31.3,commercial,urban,6.6,20.1,2.562
33.0,industrial,urban,7.2,16.8,3.188
178.0,residential,rural,32.7,102.3,9.696
145.6,commercial,suburban,27.6,73.8,10.947
37.2,residential,rural,7.2,22.1,2.202
42.3,residential,urban,8.4,24.7,2.77
349.6,commercial,suburban,79.0,245.4,22.787
299.9,commercial,rural,69.1,148.6,18.717
361.6,commercial,rural,79.5,211.5,24.058
280.0,residential,urban,53.2,187.9,18.612
98.9,commercial,suburban,22.7,66.2,6.477
36.9,commercial,suburban,7.9,25.2,2.654
349.0,residential,urban,68.3,207.5,21.264
135.8,commercial,rural,29.7,95.7,8.492
124.2,industrial,suburban,28.6,83.7,10.73
159.8,residential,rural,31.7,89.3,9.861
91.2,residential,rural,19.4,54.0,5.387
87.5,residential,suburban,17.5,45.2,5.079
44.8,residential,urban,8.7,27.4,2.531
16.3,residential,rural,3.2,8.2,0.957
57.7,commercial,suburban,11.8,38.2,4.105
72.9,residential,suburban,13.9,40.2,4.706
210.2,residential,urban,39.6,143.6,13.866
51.3,residential,suburban,11.0,25.5,2.989
214.6,commercial,suburban,44.3,114.4,16.752
38.2,residential,urban,7.9,21.0,2.205
289.5,residential,urban,52.4,149.6,17.218
4.0,commercial,suburban,0.9,2.9,0.308
74.5,residential,rural,14.7,40.0,4.257
38.8,residential,suburban,7.8,26.6,2.125
34.9,residential,suburban,7.4,21.6,2.151
8.3,residential,rural,1.8,4.4,0.506
114.3,residential,rural,24.6,67.5,6.378
49.8,residential,urban,10.4,32.3,2.864
297.7,residential,urban,56.8,175.9,19.959
124.6,residential,urban,23.0,61.6,7.458
58.5,industrial,rural,12.1,40.0,4.942
98.7,industrial,suburban,20.3,59.8,8.536
6.8,residential,suburban,1.3,4.4,0.444
88.9,residential,rural,18.2,49.2,5.305
109.7,commercial,rural,21.0,59.6,6.829
11.2,residential,urban,2.3,7.0,0.676
114.7,residential,rural,21.6,69.6,6.283
64.2,residential,urban,13.9,41.0,4.184
65.3,residential,urban,12.1,31.7,4.171
128.6,commercial,urban,25.7,90.3,10.351
59.7,commercial,suburban,12.0,35.1,4.259
26.7,residential,urban,5.4,15.3,1.615
35.4,residential,urban,7.5,23.5,2.103
134.1,commercial,suburban,26.5,78.8,8.918
7.4,industrial,urban,1.5,5.3,0.723
183.8,industrial,rural,38.8,133.5,14.676
87.3,residential,urban,16.3,57.5,5.404
129.8,residential,suburban,24.3,63.7,7.697
42.1,commercial,urban,8.5,24.9,3.04
25.2,residential,suburban,4.9,17.4,1.597
163.3,residential,suburban,30.4,87.6,9.617
10.8,residential,suburban,2.2,6.9,0.593
18.1,residential,urban,3.7,12.5,1.029
33.5,residential,suburban,6.8,23.0,1.993
43.3,residential,urban,8.3,27.4,2.741
22.8,residential,rural,4.2,11.3,1.245
243.8,residential,suburban,46.9,144.1,15.227
2.8,residential,urban,0.6,1.5,0.18
162.7,residential,suburban,31.8,79.5,10.425
52.9,commercial,urban,11.0,33.2,3.76
180.9,residential,urban,38.2,99.6,10.98
158.9,residential,urban,28.9,101.7,9.995
12.9,residential,suburban,2.5,9.0,0.747
109.8,commercial,urban,22.8,53.4,8.484
47.6,residential,rural,9.1,31.6,2.622
172.0,commercial,rural,36.1,83.9,11.993
190.4,residential,suburban,34.7,100.4,12.427
21.0,residential,suburban,3.9,14.2,1.337
65.1,commercial,urban,14.3,42.9,5.021
90.2,residential,urban,16.8,43.7,5.319
78.5,commercial,suburban,15.8,55.3,5.903
29.0,residential,urban,6.0,19.1,1.682
31.8,industrial,rural,6.5,22.3,2.607
195.3,residential,urban,40.2,129.1,11.946
3.3,residential,urban,0.7,2.2,0.206
30.4,residential,urban,6.3,20.9,1.919
25.2,residential,suburban,5.2,17.2,1.418
46.3,industrial,suburban,9.8,34.9,4.453
115.9,commercial,urban,22.6,63.4,8.205
76.0,residential,urban,15.8,43.0,4.7
77.8,residential,urban,15.9,50.6,5.141
131.4,residential,suburban,28.3,67.5,7.359
167.2,commercial,rural,33.4,111.9,11.981
17.4,residential,urban,3.3,9.6,1.066
11.4,industrial,suburban,2.4,8.0,0.998
35.8,residential,urban,6.5,21.8,2.028
175.8,residential,urban,33.3,93.3,11.495
78.0,residential,rural,15.5,56.0,4.027
15.4,commercial,urban,3.1,10.2,1.176
17.9,commercial,suburban,4.0,9.8,1.247
228.5,commercial,suburban,45.1,157.5,17.221
45.7,commercial,urban,9.6,29.0,3.092
29.5,commercial,urban,6.3,17.7,2.254
118.3,residential,urban,23.1,74.0,6.91
197.2,commercial,urban,40.9,105.5,15.777
58.4,industrial,suburban,12.2,33.2,5.242
156.6,commercial,urban,36.0,80.5,12.479
56.2,residential,urban,11.3,37.4,3.499
117.6,residential,suburban,24.8,60.4,6.933
85.5,commercial,suburban,17.2,59.6,5.851
224.9,residential,urban,48.4,114.6,14.706
39.3,residential,suburban,8.4,22.0,2.566
147.2,residential,suburban,28.5,93.4,9.061
115.2,residential,suburban,21.3,63.1,6.98
182.5,residential,urban,35.7,98.8,10.321
93.5,commercial,urban,21.0,57.1,7.214
61.6,residential,rural,13.0,40.0,3.549
5.1,residential,suburban,0.9,3.6,0.28
183.1,residential,urban,38.3,120.5,12.243
240.7,residential,urban,46.2,167.4,15.52
59.7,commercial,suburban,12.0,28.8,4.506
25.1,residential,urban,4.8,16.0,1.571
104.2,residential,urban,21.7,73.2,7.033
13.0,residential,urban,2.4,7.2,0.842
4.2,residential,suburban,0.8,3.0,0.252
34.3,residential,urban,7.1,21.0,2.064
113.9,residential,urban,24.5,59.0,7.781
168.3,commercial,suburban,32.9,97.5,11.239
17.1,residential,rural,3.7,8.8,0.973
292.2,residential,rural,58.1,204.5,18.027
80.3,industrial,urban,17.7,54.0,8.268
259.4,residential,rural,51.6,156.7,15.808
16.2,residential,suburban,3.2,8.3,0.911
61.2,residential,urban,11.2,43.6,3.672
56.4,residential,suburban,10.8,34.8,3.463
53.1,commercial,rural,12.2,29.0,3.354
267.1,commercial,suburban,50.9,129.1,20.011
189.3,residential,rural,40.3,107.7,9.688
158.1,residential,urban,29.4,112.0,9.986
33.7,commercial,urban,6.4,23.4,2.679
41.4,residential,urban,8.2,22.2,2.712
30.0,industrial,suburban,6.0,15.9,2.652
157.7,residential,rural,30.7,104.6,9.244
49.9,residential,urban,9.7,33.2,3.237
384.8,industrial,urban,89.9,223.8,33.081
45.3,commercial,urban,8.8,28.5,3.333
18.6,commercial,urban,3.6,11.2,1.284
265.7,residential,urban,54.8,187.2,16.737
152.7,residential,urban,29.4,81.4,10.147
87.5,industrial,urban,18.1,52.8,8.175
195.5,commercial,urban,44.7,109.7,13.351
298.5,residential,urban,57.3,171.4,18.282
197.6,residential,urban,38.0,128.5,12.751
234.9,commercial,urban,52.8,165.9,17.634
31.6,residential,urban,5.9,20.9,1.971
71.5,residential,urban,13.7,44.0,4.424
158.6,residential,rural,31.4,112.6,9.686
74.7,residential,suburban,13.6,36.1,4.026
102.7,residential,suburban,22.6,73.6,6.195
256.2,residential,suburban,53.7,172.7,15.597
35.0,commercial,suburban,7.4,23.3,2.646
77.5,residential,suburban,16.3,52.7,4.402
82.9,residential,suburban,15.9,58.7,5.35
44.6,residential,rural,9.7,22.2,2.539
45.9,residential,suburban,8.7,27.2,2.905
146.6,commercial,suburban,30.7,104.4,10.317
265.2,residential,rural,47.8,146.8,13.979
100.4,residential,urban,21.6,51.3,6.477
66.9,residential,suburban,13.3,36.9,4.166
138.8,residential,rural,25.6,92.1,7.937
500.0,residential,suburban,98.9,306.5,31.484
8.6,residential,urban,1.7,5.6,0.562
105.4,residential,rural,19.9,69.8,5.558
81.2,commercial,rural,18.3,39.4,5.979
94.2,residential,urban,17.0,46.3,6.393
2.3,residential,suburban,0.4,1.4,0.136
311.6,residential,suburban,60.8,163.0,17.149
8.9,commercial,urban,1.8,6.3,0.687
36.7,industrial,suburban,7.5,20.6,3.285
35.4,residential,urban,6.7,24.8,2.075
132.1,residential,suburban,28.5,67.7,8.084
111.2,commercial,urban,23.5,62.1,7.847
6.4,residential,rural,1.3,4.1,0.325
16.2,commercial,urban,3.5,9.7,1.235
38.4,commercial,suburban,7.3,21.2,3.009
121.8,residential,urban,25.4,78.4,7.633
264.8,residential,urban,50.4,160.5,15.945
37.9,residential,rural,7.5,18.7,2.332
74.6,residential,urban,13.6,38.5,5.016
46.6,industrial,rural,10.2,30.2,3.964
86.1,industrial,urban,20.8,53.4,8.028
98.9,residential,urban,21.7,63.0,5.653
73.0,commercial,urban,14.3,41.0,5.534
49.3,residential,suburban,9.3,26.6,2.759
211.8,residential,rural,44.6,102.3,11.75
161.9,commercial,suburban,32.4,95.9,11.244
500.0,industrial,suburban,110.3,301.6,47.306
53.2,industrial,urban,11.8,36.7,4.853
4.0,commercial,urban,0.8,2.7,0.316
105.4,commercial,urban,21.3,61.4,8.53
153.0,residential,urban,31.7,104.5,9.889
276.1,residential,urban,53.5,164.4,15.829
1.0,commercial,suburban,0.2,0.6,0.067
211.7,residential,suburban,39.7,147.7,12.85
72.7,residential,rural,15.9,42.1,3.694
47.0,commercial,rural,9.0,29.9,3.326
25.1,commercial,rural,5.8,16.5,1.788
168.3,commercial,suburban,33.3,116.2,12.582
45.2,residential,suburban,9.4,27.4,2.845
92.8,residential,urban,16.9,57.9,6.029
71.7,residential,urban,15.4,40.1,4.529
30.5,residential,suburban,5.7,16.2,1.671
155.0,industrial,urban,32.6,83.2,14.397
35.4,residential,suburban,6.9,22.1,2.053
154.8,residential,suburban,31.5,79.1,9.285
